Player id,Club id
175512,197
184982,197
349578,198
216645,199
237071,200
181951,200
197409,201
370062,201
238381,202
228351,203
200213,204
94918,205
179048,206
182021,207
178958,208
358097,209
209168,210
215484,211
199175,211
215471,212
274703,213
201001,213
210702,214
357990,214
362645,214
175546,215
350129,215
371042,215
299066,216
359436,216
368708,216
175629,217
198117,218
290822,218
269071,218
196620,219
306144,220
349832,221
184856,222
354873,223
215285,223
306180,224
274283,224
329737,225
358893,226
317072,227
336434,227
321682,228
359375,228
202280,229
302630,229
349576,229
198546,230
297230,231
182479,232
305708,233
182620,234
356166,235
298676,236
376071,237
323339,238
228328,239
355023,239
366309,239
323326,240
214581,241
280487,242
359997,243
379808,243
278126,244
274329,244
349582,245
268911,246
356518,246
303419,247
379889,248
294626,249
346763,250
353237,251
354883,252
228624,253
228942,254
306780,254
288824,254
319413,254
234405,255
359993,256
379985,257
367558,258
229051,259
349568,260
358738,261
319432,261
313051,261
312987,262
339117,262
228686,263
295149,264
291398,265
228691,266
312234,267
359995,268
306410,269
374529,270
370438,271
323574,272
365747,273
305382,274
368009,275
370523,276
379164,276
356710,277
356712,278
379942,279
376285,280
358885,281
306364,282
346731,283
355859,284
380060,284
380004,285
358101,286
339116,287
315436,288
312014,289
336791,290
370469,291
319482,292
367415,293
306818,294
369026,295
379165,296
369050,297
